GE1, GE1P01, Short, 1, 1, 1, 2, 7, 0, 124, 3
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 1, 116, 5
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 2, 112, 7
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 3, 108, 9
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 4, 104, 11
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 5, 100, 13
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 6, 96, 15
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 7, 93, 17
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 8, 97, 19
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 9, 101, 21
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 10, 105, 23
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 11, 109, 25
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 12, 113, 27
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 13, 117, 29
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 14, 121, 31
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 15, 125, 33
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 16, 127, 35
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 17, 123, 37
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 18, 119, 39
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 19, 115, 41
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 20, 111, 43
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 21, 107, 45
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 22, 103, 47
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 23, 99, 49
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 24, 95, 51
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 25, 91, 53
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 26, 87, 55
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 27, 83, 57
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 28, 79, 59
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 29, 75, 61
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 30, 71, 63
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 31, 67, 65
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 32, 63, 67
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 33, 59, 69
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 34, 55, 71
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 35, 51, 73
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 36, 47, 75
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 37, 43, 77
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 38, 39, 79
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 39, 35, 81
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 40, 31, 83
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 41, 27, 85
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 42, 23, 87
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 43, 19, 89
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 44, 15, 91
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 45, 11, 93
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 46, 7, 95
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 47, 3, 97
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 48, 1, 99
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 49, 5, 101
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 50, 9, 103
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 51, 13, 105
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 52, 17, 107
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 53, 21, 109
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 54, 25, 111
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 55, 29, 113
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 56, 33, 115
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 57, 40, 117
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 58, 36, 119
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 59, 32, 121
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 60, 28, 123
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 61, 24, 125
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 62, 20, 127
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 63, 16, 129
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 64, 4, 128
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 65, 8, 126
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 66, 12, 124
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 67, 2, 122
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 68, 6, 120
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 69, 10, 118
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 70, 14, 116
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 71, 18, 114
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 72, 22, 112
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 73, 26, 110
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 74, 30, 108
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 75, 34, 106
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 76, 38, 104
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 77, 42, 102
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 78, 46, 100
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 79, 50, 98
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 80, 54, 96
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 81, 58, 94
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 82, 62, 92
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 83, 64, 90
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 84, 60, 88
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 85, 56, 86
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 86, 52, 84
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 87, 48, 82
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 88, 44, 80
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 89, 37, 78
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 90, 41, 76
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 91, 45, 74
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 92, 49, 72
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 93, 53, 70
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 94, 57, 68
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 95, 61, 66
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 96, 65, 64
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 97, 69, 62
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 98, 73, 60
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 99, 77, 58
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 100, 81, 56
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 101, 85, 54
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 102, 89, 52
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 103, 92, 50
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 104, 88, 48
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 105, 84, 46
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 106, 80, 44
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 107, 76, 42
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 108, 72, 40
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 109, 68, 38
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 110, 66, 36
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 111, 70, 34
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 112, 74, 32
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 113, 78, 30
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 114, 82, 28
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 115, 86, 26
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 116, 90, 24
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 117, 94, 22
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 118, 98, 20
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 119, 102, 18
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 120, 106, 16
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 121, 110, 14
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 122, 114, 12
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 123, 118, 10
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 124, 122, 8
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 125, 126, 6
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 126, 120, 4
GE1, GE1P01, Short, 1, 1, 1, 2, 7, 127, 128, 2
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 0, 124, 3
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 1, 116, 5
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 2, 112, 7
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 3, 108, 9
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 4, 104, 11
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 5, 100, 13
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 6, 96, 15
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 7, 93, 17
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 8, 97, 19
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 9, 101, 21
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 10, 105, 23
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 11, 109, 25
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 12, 113, 27
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 13, 117, 29
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 14, 121, 31
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 15, 125, 33
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 16, 127, 35
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 17, 123, 37
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 18, 119, 39
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 19, 115, 41
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 20, 111, 43
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 21, 107, 45
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 22, 103, 47
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 23, 99, 49
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 24, 95, 51
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 25, 91, 53
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 26, 87, 55
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 27, 83, 57
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 28, 79, 59
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 29, 75, 61
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 30, 71, 63
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 31, 67, 65
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 32, 63, 67
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 33, 59, 69
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 34, 55, 71
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 35, 51, 73
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 36, 47, 75
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 37, 43, 77
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 38, 39, 79
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 39, 35, 81
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 40, 31, 83
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 41, 27, 85
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 42, 23, 87
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 43, 19, 89
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 44, 15, 91
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 45, 11, 93
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 46, 7, 95
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 47, 3, 97
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 48, 1, 99
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 49, 5, 101
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 50, 9, 103
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 51, 13, 105
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 52, 17, 107
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 53, 21, 109
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 54, 25, 111
GE1, GE1P01, Short, 1, 1, 2, 2, 15, 55, 29, 113
